New_name	Bin	ID	Sample	Subject	SNP_new	SNP_y_n	Abundance_v3	Growth_rate	Growth_rate2	GC	N50	Size	N_size	Bin_depth	Ndepth	Log2_depth	Culture_or_Unculture	New_species	Final_tax	Turst_tax	SpecI_id1	SpecI_id2	SpecI_tax	Pretein_get_annontation	Pretein_get_annontation_full_length	Protein_genus	Proteinsame_genus_num	Pretein_species	pretein_same_species_num	Protein_average_id	top_tax_name	nt_top_ant_length_percent	contig_num	ant_contig_num	all_tax_num	GTDBTK_ant	GTDBTK_ant_ani	protein_num	get_ko_num	ko_num	get_cazy_num	cazy_num	Domain	Phylum	Class	Order	Family	Genus	Species	lineage_final_tax
YB37_bin26	YB37_bin.com26	YB37.M011	YB37	Y37	2.282590953	Y	High	1.3	Low	0.363	405561	1954152	2510343.764	47.60412025	31.02969513	4.955577617	N	N	Eubacterium sp. CAG:86 	c	UNASSINGED	75.50160407	Eubacterium eligens	1771	1704	1180	Eubacterium	Eubacterium sp. CAG:86 	733	98.53	Unclassified	0	7	0	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__GCA_000431735.1	98.45	1789	987	792	48	28	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Eubacteriaceae	g_Eubacterium	s_Eubacterium sp. CAG:86	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_Eubacterium sp. CAG:86
YA7_bin.24	YA7_bin.24	YA7.M019	YA7	Y7	2.113137824	Y	High	1.49	Medium	0.477	49549	3191111	3385866.013	15.14275191	11.02144298	3.462241216	N	Y	Clostridium sp. OM02-18AC 	g	UNASSINGED	78.92876512	unnamed butyrate-producing bacterium SS3/4	2855	2598	2166	Clostridium	Clostridium sp. OM02-18AC 	2114	97.12	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;s_Lachnospiraceae bacterium Choco86	0.000726393	97	3	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__;s__	N/A	2919	1642	1198	71	27	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Clostridium	s_Clostridium sp. OM02-18AC	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. OM02-18AC
YB37_bin7	YB37_bin.sin7.permissive_filtered2000	YB37.M009	YB37	Y37	2.077685961	Y	High	1.13	Low	0.461	204764	3145788	3949712.478	54.65175063	35.62353745	5.154758879	N	N	Lachnospiraceae bacterium	f	UNASSINGED	76.40403345	unnamed Lachnospiraceae bacterium 3_1_57FAA_CT1	2882	2753	1013	Clostridium	uncultured Clostridium sp. 	905	97.96	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;s_Lachnospiraceae bacterium GAM79	0.883241973	29	20	5	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-65;s__CAG-65 sp3	97.16	2899	1405	1039	105	48	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_unclassified	s_Lachnospiraceae bacterium	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_unclassified;s_Lachnospiraceae bacterium
F1900143.10	F1900143.10	ES143.M010	F1900143	F1900143	2.010399892	Y	High	1.31	Low	0.456	371391	2820818	3102288.649	189.5487668	50.14417902	5.64801033	N	N	Lachnospiraceae	NA	UNASSINGED	1616	Coprococcus comes	2685	2643	2575	Sellimonas	Sellimonas intestinalis 	1761	98.79	Unclassified	0	12	0	0			2667	1544	1126			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_	s_	
YB34_bin.12	YB34_bin.12	YB34.M023	YB34	Y34	1.900520791	Y	High	1.82	Fast	0.469	187083	2642170	3123206.222	19.01402306	25.46130729	4.67023459	N	N	Clostridium bolteae	g	UNASSINGED	80.92341858	Clostridium bolteae	2369	2204	1076	Clostridium	Clostridium sp. AM51-4 	235	77.4	Unclassified	0	20	0	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__GCF_001517625.2	98.63	2418	1447	1054	90	34	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Lachnoclostridium	s_Clostridium bolteae	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_Clostridium bolteae
YA34_bin.8	YA34_bin.8	YA34.M001	YA34	Y34	1.809182613	Y	High	1.63	Medium	0.465	732904	3904188	4344261.711	1180.624623	4524.005056	12.14338483	N	N	Fusicatenibacter saccharivorans 	s	UNASSINGED	77.14176694	unnamed Ruminococcus sp. 5_1_39BFAA	3486	3294	1492	Blautia	Fusicatenibacter saccharivorans 	580	98.98	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia obeum	0.004047192	21	1	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	97.02	3521	1817	1199	164	67	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Fusicatenibacter	s_Fusicatenibacter saccharivorans	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Fusicatenibacter;s_Fusicatenibacter saccharivorans
F1900313.20	F1900313.20	HC313.M020	F1900313	F1900313	1.726389293	Y	High	1.6	Medium	0.38	157524	2800003	2819116.611	670.4963457	401.5257306	8.649348631	N	N	uncultured Clostridium sp	NA	UNASSINGED	-	-	2439	2364	2284	uncultured	uncultured Clostridium sp. 	1031	96.34	Unclassified	0	32	0	0			2420	1198	992			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Clostridium	s_uncultured Clostridium sp	
YB34_bin.11	YB34_bin.11	YB34.M029	YB34	Y34	1.687381792	Y	High	1.59	Medium	0.493	120657	2324700	2892497.2	15.08508918	20.20014858	4.336293999	N	N	Clostridium sp. CAG:299 	g	UNASSINGED	89.28291799	Clostridium saccharolyticum	2146	2052	1755	Clostridium	Clostridium sp. CAG:299 	1582	93.56	Unclassified	0	17	0	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__GCA_000435655.1	98.64	2178	1241	986	40	24	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Clostridium	s_Clostridium sp. CAG:299	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. CAG:299
YA34_bin.21	YA34_bin.21.permissive_filtered2000	YA34.M012	YA34	Y34	1.609887345	Y	High	1.75	Fast	0.488	135181	3073255	3112850.458	16.15885431	61.91869724	5.952303213	N	N	Clostridium sp. CAG:299 	g	UNASSINGED	88.98401362	Clostridium saccharolyticum	2788	2652	2171	Clostridium	Clostridium sp. CAG:299 	1925	93.69	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;s_butyrate-producing bacterium SS3/4	0.010435841	33	6	4	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_Q;s__GCA_000435655.1	98.7	2822	1622	1236	67	30	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Clostridium	s_Clostridium sp. CAG:299	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. CAG:299
YA34_bin.18	YA34_bin.18	YA34.M003	YA34	Y34	1.496342274	Y	High	1.63	Medium	0.361	450954	2476019	2773940.175	239.0407077	915.9739253	9.83916272	N	N	Eubacterium sp. 	g	UNASSINGED	83.8174653	Eubacterium eligens	2193	2121	1217	Eubacterium	Eubacterium sp. 	951	98.3	Unclassified	0	5	0	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira rogosae	98.43	2194	1241	997	64	35	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Eubacteriaceae	g_Eubacterium	s_Eubacterium sp.	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_Eubacterium sp.
YA37_bin.62	YA37_bin.62	YA37.M011	YA37	Y37	1.443044396	Y	High	1.03	Low	0.571	176802	2441393	2745606.163	67.82589855	28.95347542	4.855664627	N	N	Oscillibacter sp. 	f	UNASSINGED	75.3542982	Pseudoflavonifractor capillosus	2319	2171	1288	Oscillibacter	Oscillibacter sp. 	1267	95.52	Unclassified	0	19	0	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp1	97.27	2347	1159	929	23	20	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Oscillospiraceae	g_Oscillibacter	s_Oscillibacter sp.	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillibacter;s_Oscillibacter sp.
YB16_bin.115	YB16_bin.115	YB16.M018	YB16	Y16	1.433797656	Y	High	1.32	Low	0.58	155010	2233201	2394083.405	38.38319537	17.3862014	4.119870857	N	N	Oscillibacter sp. 	f	UNASSINGED	74.46727177	Pseudoflavonifractor capillosus	2108	1964	1196	Oscillibacter	Oscillibacter sp. 	1194	96.1	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Faecalibacterium;s_Faecalibacterium prausnitzii	0.000917069	27	1	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__ER4;s__ER4 sp1	97.36	2116	1102	882	25	18	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Oscillospiraceae	g_Oscillibacter	s_Oscillibacter sp.	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Oscillospiraceae;g_Oscillibacter;s_Oscillibacter sp.
YA37_bin.64	YA37_bin.64	YA37.M024	YA37	Y37	1.417877603	Y	High	1.2	Low	0.572	198184	3355983	3731938.483	27.07222299	11.55657292	3.530641728	N	Y	Clostridiales bacterium	p	UNASSINGED	-	-	3062	2766	1194	Clostr	Clostr bacterium 	1193	86.14	Unclassified	0	29	0	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__	N/A	3207	1484	1010	65	43	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_unclassified	g_unclassified	s_Clostridiales bacterium	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_unclassified;g_unclassified;s_Clostridiales bacterium
YA37_bin.48	YA37_bin.48.permissive_filtered2000	YA37.M025	YA37	Y37	1.395575095	Y	High	1.51	Medium	0.341	59348	2454550	2559115.458	25.50768412	10.88870359	3.444760292	N	N	Eubacterium biforme	f	UNASSINGED	94.64568678	Eubacterium biforme	2362	2181	1255	Eubacterium	Eubacterium sp. TM06-47 	745	94.64	k_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Faecalitalea;s_Faecalitalea cylindroides	0.001552627	69	2	2	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Holdemanella;s__	90.64	2415	1230	960	55	29	d_Bacteria	p_Firmicutes	c_Erysipelotrichia	o_Erysipelotrichales	f_Erysipelotrichaceae	g_Holdemanella	s_Eubacterium biforme	d_Bacteria;p_Firmicutes;c_Erysipelotrichia;o_Erysipelotrichales;f_Erysipelotrichaceae;g_Holdemanella;s_Eubacterium biforme
F1900186.46	F1900186.46	ES186.M046	F1900186	F1900186	1.3637772	Y	High	1.25	Low	0.426	73135	4162245	4504496.656	114.5406646	20.99197223	4.391765811	N	N	uncultured Blautia sp	NA	UNASSINGED	1620	unnamed Ruminococcus sp. 5_1_39BFAA	3721	3661	3511	uncultured	uncultured Blautia sp. 	1862	98.05	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia obeum	0.011559627	102	14	9			3660	1847	1197			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Blautia	s_uncultured Blautia sp	
YA7_bin.26	YA7_bin.26	YA7.M018	YA7	Y7	1.315667826	Y	High	1.63	Medium	0.409	35987	3460170	3830333.422	16.00449346	11.64864967	3.54209082	N	N	Ruminococcus sp. TM10-9AT 	f	UNASSINGED	94.69811737	unnamed Ruminococcus sp. 5_1_39BFAA	3122	2778	2104	Ruminococcus	Ruminococcus sp. TM10-9AT 	1730	97.33	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia obeum	0.019130852	119	5	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	87.56	3193	1724	1174	93	43	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	g_Ruminococcus	s_Ruminococcus sp. TM10-9AT	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus sp. TM10-9AT
YB37_bin10	YB37_bin.com10	YB37.M012	YB37	Y37	1.310141664	Y	High	1.04	Low	0.408	615199	2472485	3071028.444	42.89203267	27.95822484	4.805200857	N	N	uncultured Roseburia sp. 	g	UNASSINGED	78.91906597	Roseburia inulinivorans	2316	2208	1594	Roseburia	uncultured Roseburia sp. 	494	98.84	Unclassified	0	5	0	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__CAG-45;s__GCA_900066395.1	97.67	2304	1307	1003	66	30	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Roseburia	s_uncultured Roseburia sp.	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Roseburia;s_uncultured Roseburia sp.
YA37_bin.54	YA37_bin.54	YA37.M018	YA37	Y37	1.290447548	Y	High	1.68	Fast	0.574	119601	2018380	2506401.421	39.64834371	16.92505915	4.081088971	N	N	uncultured Butyricicoccus sp. 	c	UNASSINGED	-	-	1840	1740	747	Butyricicoccus	uncultured Butyricicoccus sp. 	433	82.29	Unclassified	0	17	0	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__	83.76	1898	1025	861	30	19	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Butyricicoccus	s_uncultured Butyricicoccus sp.	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Butyricicoccus;s_uncultured Butyricicoccus sp.
YB34_bin.3	YB34_bin.3.permissive_filtered2500	YB34.M011	YB34	Y34	1.290077433	Y	High	1.96	Fast	0.385	264980	2852724	2956558.328	58.88092761	78.8463013	6.300971174	N	N	Blautia hansenii	g	UNASSINGED	83.34914641	Blautia hansenii	2534	2433	2167	Firmicutes	Firmicutes bacterium AM10-47 	1139	97.96	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus sp. SR1/5	0.021197284	29	11	5	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia;s__GCA_000436935.1	98.13	2530	1566	1172	86	41	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Blautia	s_Blautia hansenii	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Blautia;s_Blautia hansenii
YB16_bin.151	YB16_bin.151	YB16.M012	YB16	Y16	1.25488261	Y	High	1.61	Medium	0.441	195759	3255629	3674441.886	60.11423547	27.22957781	4.767102709	N	N	Clostridium sp. AM51-4 	g	UNASSINGED	82.50408096	Clostridium bolteae	2911	2837	2589	Clostridium	Clostridium sp. AM51-4 	744	97.51	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_Lachnoclostridium sp. YL32	0.008264455	25	2	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__GCA_000431375.1	99.14	2916	1681	1212	67	35	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Clostridium	s_Clostridium sp. AM51-4	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. AM51-4
F1900313.39	F1900313.39	HC313.M039	F1900313	F1900313	1.200227864	Y	High	1.49	Medium	0.29	99826	2918934	3223204.505	48.40505581	28.98729504	4.857348809	N	N	uncultured Clostridium sp	NA	UNASSINGED	1270	Clostridium spiroforme	3154	3062	2864	Coprobacillus	uncultured Clostridium sp. 	661	98.45	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sporogenes	0.774858219	73	46	6			3068	1407	1016			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Clostridium	s_uncultured Clostridium sp	
YA34_bin.38	YA34_bin.38.permissive_filtered2000	YA34.M007	YA34	Y34	1.188677508	Y	High	1.59	Medium	0.293	144047	2641414	2800184.459	20.87911172	80.00612994	6.322038636	N	N	uncultured Clostridium sp. 	g	UNASSINGED	83.38099558	Clostridium spiroforme	2708	2546	1879	Coprobacillus	uncultured Clostridium sp. 	537	98.94	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sporogenes	0.722267694	29	23	4	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__GCF_000752095.2	95.85	2663	1321	995	104	32	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Clostridium	s_uncultured Clostridium sp.	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_uncultured Clostridium sp.
YB34_bin.22	YB34_bin.22	YB34.M007	YB34	Y34	1.164133374	Y	High	1.99	Fast	0.474	160815	3010993	3296178.351	158.9885251	212.8984318	7.734021513	N	N	Fusicatenibacter saccharivorans 	s	UNASSINGED	74.93745605	unnamed Ruminococcus sp. 5_1_39BFAA	2628	2526	1220	Blautia	Fusicatenibacter saccharivorans 	543	98.92	Unclassified	0	16	0	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	97.47	2653	1470	1092	123	54	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Lachnospiraceae	g_Fusicatenibacter	s_Fusicatenibacter saccharivorans	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Fusicatenibacter;s_Fusicatenibacter saccharivorans
F1900313.35	F1900313.35	HC313.M035	F1900313	F1900313	1.090762711	Y	High	1.46	Medium	0.494	166317	2872045	3108273.81	19.84906191	11.88658094	3.571261892	N	N	uncultured Clostridium sp	NA	UNASSINGED	1623	Marvinbryantia formatexigens	2559	2471	2330	uncultured	uncultured Clostridium sp. 	1254	87.21	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus sp. SR1/5	0.001254159	30	1	1			2526	1437	1068			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Clostridium	s_uncultured Clostridium sp	
F1900143.16	F1900143.16	ES143.M016	F1900143	F1900143	1.075920049	Y	High	1.49	Medium	0.504	111777	5658690	5866845.685	53.40956544	14.12923363	3.820611311	N	Y	Clostridiales	NA	UNASSINGED	1599	unnamed Clostridiales bacterium 1_7_47FAA	5203	5117	4910	Dorea	Dorea longicatena 	3335	98.87	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_[Clostridium] bolteae	0.065365659	101	21	2			5159	2867	1610			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_	g_	s_	
YB16_bin.183	YB16_bin.183	YB16.M027	YB16	Y16	1.035054271	Y	High	1.49	Medium	0.47	199807	2566647	3226660.381	24.67822688	11.17834559	3.482634778	N	N	Clostridium sp. AM51-4 	g	UNASSINGED	83.5900516	Clostridium bolteae	2366	2215	1144	Clostridium	Clostridium sp. AM51-4 	292	77.32	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Lachnospiraceae;g_Lachnoclostridium;s_[Clostridium] bolteae	0.014993492	34	2	1	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__GCF_001517625.2	99.75	2432	1405	1050	68	34	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Clostridium	s_Clostridium sp. AM51-4	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. AM51-4
YB37_bin77	YB37_bin.com7.strict_filtered2000	YB37.M010	YB37	Y37	0.990816099	Y	High	1.14	Low	0.558	57933	2729310	3039659.205	47.94551459	31.2522255	4.965887024	N	N	Ruminococcaceae bacterium 	f	UNASSINGED	84.10726577	Subdoligranulum variabile	2350	2259	1482	Ruminococcaceae	Ruminococcaceae bacterium 	1481	96.27	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Faecalibacterium;s_Faecalibacterium prausnitzii	0.012486306	69	3	2	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum;s__	N/A	2423	1280	998	136	56	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	g_unclassified	s_Ruminococcaceae bacterium	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_unclassified;s_Ruminococcaceae bacterium
YA34_bin.16	YA34_bin.16.strict_filtered2000	YA34.M010	YA34	Y34	0.990286545	Y	High	NA	NA	0.331	143566	2562397	2688825.579	17.65492487	67.65145145	6.080048982	N	N	Eubacterium sp. CAG:274 	o	UNASSINGED	-	-	2192	2040	1758	Eubacterium	Eubacterium sp. CAG:274 	1746	93.31	k_Bacteria;p_Actinobacteria;c_Actinobacteria;o_Bifidobacteriales;f_Bifidobacteriaceae;g_Bifidobacterium;s_Bifidobacterium breve	0.002467221	33	3	3	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__CAG-274;g__CAG-274;s__GCA_000432155.1	99.02	2428	1228	1023	71	32	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Eubacteriaceae	g_Eubacterium	s_Eubacterium sp. CAG:274	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Eubacteriaceae;g_Eubacterium;s_Eubacterium sp. CAG:274
YB34_bin.51	YB34_bin.51	YB34.M010	YB34	Y34	0.954269153	Y	High	1.68	Fast	0.439	215228	3344335	3570375.471	68.03860896	91.1091737	6.50952442	N	N	Clostridium sp. AM51-4 	g	UNASSINGED	82.59603609	Clostridium bolteae	3018	2918	2644	Clostridium	Clostridium sp. AM51-4 	744	97.35	Unclassified	0	14	0	0	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Clostridium_M;s__GCA_000431375.1	98.97	3030	1708	1232	59	28	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Clostridium	s_Clostridium sp. AM51-4	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sp. AM51-4
F1900313.12	F1900313.12	HC313.M012	F1900313	F1900313	0.930142212	Y	High	1.26	Low	0.453	364995	3150047	3114849.204	117.577042	70.41083519	6.13772555	N	N	Lachnospiraceae	NA	UNASSINGED	1616	Coprococcus comes	3035	2963	2862	Sellimonas	Sellimonas intestinalis 	2204	98.77	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Faecalibacterium;s_Faecalibacterium prausnitzii	0.010696348	36	13	8			2997	1694	1197			d_Bacteria	p_Firmicutes	c_Clostridia	o_Lachnospirales	f_Lachnospiraceae	g_	s_	
YB34_bin.24	YB34_bin.24	YB34.M017	YB34	Y34	0.92514452	Y	High	1.39	Medium	0.298	438224	2766441	3119928.95	45.4740435	60.89340437	5.928214067	N	N	Clostridium sporogenes	g	UNASSINGED	83.25273376	Clostridium spiroforme	2774	2644	1858	Coprobacillus	uncultured Clostridium sp. 	547	98.87	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sporogenes	0.933531205	11	9	2	d__Bacteria;p__Firmicutes;c__Bacilli;o__Erysipelotrichales;f__Erysipelatoclostridiaceae;g__Erysipelatoclostridium;s__GCF_000752095.2	95.95	2742	1357	991	118	33	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Clostridiaceae	g_Clostridium	s_Clostridium sporogenes	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Clostridiaceae;g_Clostridium;s_Clostridium sporogenes
YB7_bin.119	YB7_bin.119	YB7.M021	YB7	Y7	0.897805849	Y	High	1.61	Medium	0.546	234058	2427658	2859600.683	54.02950783	19.90269502	4.314891894	N	N	Agathobaculum sp.	g	UNASSINGED	-	-	2257	2114	562	Butyricicoccus	uncultured Butyricicoccus sp. 	562	96.49	Unclassified	0	16	0	0	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Agathobaculum;s_Agathobaculum sp.	96.91	2307	1141	900	34	21	d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	g_Agathobaculum	s_Agathobaculum	d_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Agathobaculum;s_Agathobaculum
F1900372.83	F1900372.68	HC372.M083	F1900372	F1900372	0.862400979	Y	High	1.62	Medium	0.447	112163	2653222	3027098.997	258.8563916	13.98553802	3.80586385	N	N	unnamed Ruminococcus sp. SR1/5	NA	FOUND	1621	unnamed Ruminococcus sp. SR1/5	2367	2350	2307	uncultured	uncultured Blautia sp. 	1168	99.29	k_Bacteria;p_Firmicutes;c_Clostridia;o_Clostridiales;f_Ruminococcaceae;g_Ruminococcus;s_Ruminococcus sp. SR1/5	0.990311779	32	30	1			2348	1443	1096			d_Bacteria	p_Firmicutes	c_Clostridia	o_Clostridiales	f_Ruminococcaceae	g_Ruminococcus	s_unnamed Ruminococcus sp. SR1/5	
